"INDICATOR_NAME","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","ON_TIME","DAYS_ON_TIME"
"one","2011","Jan",0.915,0.908,0.915,0.908,0,18.16
"one","2011","Feb",0.915,0.913,0.915,0.919,1,18.38
"one","2011","Mar",0.915,0.916,0.915,0.92,1,18.4
"one","2011","Apr",0.915,0.913,0.915,0.905,0,18.1
"one","2011","May",0.915,0.913,0.915,0.913,0,18.26
"one","2011","Jun",0.915,0.913,0.915,0.892,0,17.84
"one","2011","Jul",0.915,0.912,0.915,0.906,0,18.12
"one","2011","Aug",0.915,0.914,0.915,0.928,1,18.56
"one","2011","Sep",0.915,0.908,0.915,0.858,0,17.16
"one","2011","Oct",0.915,0.909,0.915,0.914,0,18.28
"one","2011","Nov",0.915,0.909,0.915,0.91,0,18.2
"one","2011","Dec",0.915,0.907,0.915,0.891,0,17.82
"one","2012","Jan",0.915,0.89,0.915,0.89,0,17.8
"one","2012","Feb",0.915,0.89,0.915,0.89,0,17.8
"one","2012","Mar",0.915,0.893,0.915,0.9,0,18
"one","2012","Apr",0.915,0.891,0.915,0.884,0,17.68
"one","2012","May",0.915,0.892,0.915,0.894,0,17.88
"one","2012","Jun",0.915,0.894,0.915,0.903,0,18.06
"one","2012","Jul",0.915,0.892,0.915,0.885,0,17.7
"one","2012","Aug",0.915,0.893,0.915,0.894,0,17.88
"one","2012","Sep",0.915,0.89,0.915,0.866,0,17.32
"one","2012","Oct",0.915,0.888,0.915,0.873,0,17.46
"one","2012","Nov",0.915,0.885,0.915,0.777,0,15.54
"one","2012","Dec",0.915,0.883,0.915,0.907,0,18.14
"one","2013","Jan",0.915,0.868,0.915,0.868,0,17.36
"one","2013","Feb",0.915,0.854,0.915,0.838,0,16.76
"one","2013","Mar",0.915,0.864,0.915,0.885,0,17.7
"one","2013","Apr",0.915,0.861,0.915,0.852,0,17.04
"one","2013","May",0.915,0.86,0.915,0.856,0,17.12
"one","2013","Jun",0.915,0.859,0.915,0.856,0,17.12
"one","2013","Jul",0.915,0.851,0.915,0.807,0,16.14
"one","2013","Aug",0.915,0.845,0.915,0.805,0,16.1
"one","2013","Sep",0.915,0.84,0.915,0.796,0,15.92
"one","2013","Oct",0.915,0.843,0.915,0.866,0,17.32
"one","2013","Nov",0.915,0.845,0.915,0.862,0,17.24
"one","2013","Dec",0.915,0.844,0.915,0.834,0,16.68
"one","2014","Jan",0.915,0.743,0.915,0.743,0,14.86
"one","2014","Feb",0.915,0.738,0.915,0.732,0,14.64
"one","2014","Mar",0.915,0.747,0.915,0.764,0,15.28
"one","2014","Apr",0.915,0.764,0.915,0.814,0,16.28
"one","2014","May",0.915,0.775,0.915,0.785,0,15.7
"one","2014","Jun",0.915,0.77,0.915,0.777,0,15.54
"one","2014","Jul",0.915,0.774,0.915,0.795,0,15.9
"one","2014","Aug",0.915,0.777,0.915,0.799,0,15.98
"one","2014","Sep",0.915,0.784,0.915,0.844,0,16.88
"one","2014","Oct",0.915,0.79,0.915,0.838,0,16.76
"one","2014","Nov",0.915,0.792,0.915,0.811,0,16.22
"one","2014","Dec",0.915,0.787,0.915,0.74,0,14.8
"one","2015","Jan",0.75,0.762,0.75,0.762,1,15.24
"one","2015","Feb",0.75,0.735,0.75,0.707,0,14.14
"one","2015","Mar",0.75,0.74,0.75,0.749,0,14.98
"one","2015","Apr",0.75,0.782,0.75,0.774,1,15.48
"one","2015","May",0.75,0.757,0.75,0.787,1,15.74
"one","2015","Jun",0.75,0.765,0.75,0.807,1,16.14
"one","2015","Jul",0.75,0.761,0.75,0.734,0,14.68
"one","2015","Aug",0.75,0.766,0.75,0.799,1,15.98
"one","2015","Sep",0.75,0.768,0.75,0.787,1,15.74
"one","2015","Oct",0.75,0.763,0.75,0.724,0,14.48
"one","2015","Nov",0.75,0.762,0.75,0.753,1,15.06
"one","2015","Dec",0.75,0.763,0.75,0.764,1,15.28
"one","2016","Jan",0.75,0.771,0.75,0.771,1,15.42
"one","2016","Feb",0.75,0.763,0.75,0.755,1,15.1
"one","2016","Mar",0.75,0.732,0.75,0.678,0,13.56
"one","2016","Apr",0.75,0.729,0.75,0.723,0,14.46
"one","2016","May",0.75,0.737,0.75,0.77,1,15.4
"one","2016","Jun",0.75,0.736,0.75,0.726,0,14.52
"one","2016","Jul",0.75,0.739,0.75,0.761,1,15.22
"one","2016","Aug",0.75,0.741,0.75,0.753,1,15.06
"one","2016","Sep",0.75,0.729,0.75,0.635,0,12.7
"one","2016","Oct",0.75,0.721,0.75,0.648,0,12.96
"one","2016","Nov",0.75,0.7174,0.75,0.6803,0,13.606
"one","2016","Dec",0.75,0.7144,0.75,0.6813,0,13.626
"one","2017","Jan",0.75,0.7278,0.75,0.7278,0,14.556
"one","2017","Feb",0.75,0.6672,0.75,0.6002,0,12.004
"one","2017","Mar",0.75,0.6782,0.75,0.6983,0,13.966
"one","2017","Apr",0.75,0.6849,0.75,0.7056,0,14.112
"one","2017","May",0.75,0.6894,0.75,0.7063,0,14.126
"one","2017","Jun",0.75,0.6822,0.75,0.6493,0,12.986
"one","2017","Jul",0.75,0.6796,0.75,0.6635,0,13.27
"one","2017","Aug",0.75,0.6876,0.75,0.7382,0,14.764
"one","2017","Sep",0.75,0.6894,0.75,0.7045,0,14.09
"one","2017","Oct",0.75,0.6925,0.75,0.7193,0,14.386
"one","2017","Nov",0.75,0.6928,0.75,0.6957,0,13.914
"one","2017","Dec",0.75,0.6939,0.75,0.7069,0,14.138
"two","2011","Jan",0.811,0.674,0.811,0.674,0,13.48
"two","2011","Feb",0.811,0.682,0.811,0.691,0,13.82
"two","2011","Mar",0.811,0.697,0.811,0.723,0,14.46
"two","2011","Apr",0.811,0.703,0.811,0.719,0,14.38
"two","2011","May",0.811,0.687,0.811,0.624,0,12.48
"two","2011","Jun",0.811,0.687,0.811,0.704,0,14.08
"two","2011","Jul",0.811,0.69,0.811,0.707,0,14.14
"two","2011","Aug",0.811,0.692,0.811,0.706,0,14.12
"two","2011","Sep",0.811,0.69,0.811,0.672,0,13.44
"two","2011","Oct",0.811,0.684,0.811,0.627,0,12.54
"two","2011","Nov",0.811,0.679,0.811,0.631,0,12.62
"two","2011","Dec",0.811,0.676,0.811,0.647,0,12.94
"two","2012","Jan",0.811,0.631,0.811,0.631,0,12.62
"two","2012","Feb",0.811,0.654,0.811,0.677,0,13.54
"two","2012","Mar",0.811,0.66,0.811,0.673,0,13.46
"two","2012","Apr",0.811,0.658,0.811,0.65,0,13
"two","2012","May",0.811,0.647,0.811,0.606,0,12.12
"two","2012","Jun",0.811,0.64,0.811,0.602,0,12.04
"two","2012","Jul",0.811,0.638,0.811,0.629,0,12.58
"two","2012","Aug",0.811,0.624,0.811,0.535,0,10.7
"two","2012","Sep",0.811,0.619,0.811,0.57,0,11.4
"two","2012","Oct",0.811,0.612,0.811,0.546,0,10.92
"two","2012","Nov",0.811,0.61,0.811,0.586,0,11.72
"two","2012","Dec",0.811,0.608,0.811,0.676,0,13.52
"two","2013","Jan",0.811,0.591,0.811,0.591,0,11.82
"two","2013","Feb",0.811,0.56,0.811,0.524,0,10.48
"two","2013","Mar",0.811,0.574,0.811,0.602,0,12.04
"two","2013","Apr",0.811,0.584,0.811,0.61,0,12.2
"two","2013","May",0.811,0.582,0.811,0.575,0,11.5
"two","2013","Jun",0.811,0.578,0.811,0.558,0,11.16
"two","2013","Jul",0.811,0.577,0.811,0.568,0,11.36
"two","2013","Aug",0.811,0.572,0.811,0.54,0,10.8
"two","2013","Sep",0.811,0.574,0.811,0.588,0,11.76
"two","2013","Oct",0.811,0.571,0.811,0.548,0,10.96
"two","2013","Nov",0.811,0.563,0.811,0.483,0,9.66
"two","2013","Dec",0.811,0.56,0.811,0.519,0,10.38
"two","2014","Jan",0.811,0.424,0.811,0.424,0,8.48
"two","2014","Feb",0.811,0.364,0.811,0.294,0,5.88
"two","2014","Mar",0.811,0.377,0.811,0.402,0,8.04
"two","2014","Apr",0.811,0.388,0.811,0.419,0,8.38
"two","2014","May",0.811,0.382,0.811,0.401,0,8.02
"two","2014","Jun",0.811,0.402,0.811,0.456,0,9.12
"two","2014","Jul",0.811,0.425,0.811,0.56,0,11.2
"two","2014","Aug",0.811,0.439,0.811,0.533,0,10.66
"two","2014","Sep",0.811,0.453,0.811,0.568,0,11.36
"two","2014","Oct",0.811,0.464,0.811,0.546,0,10.92
"two","2014","Nov",0.811,0.464,0.811,0.467,0,9.34
"two","2014","Dec",0.811,0.466,0.811,0.489,0,9.78
"two","2015","Jan",0.75,0.473,0.75,0.473,0,9.46
"two","2015","Feb",0.75,0.423,0.75,0.37,0,7.4
"two","2015","Mar",0.75,0.427,0.75,0.435,0,8.7
"two","2015","Apr",0.75,0.482,0.75,0.466,0,9.32
"two","2015","May",0.75,0.439,0.75,0.443,0,8.86
"two","2015","Jun",0.75,0.437,0.75,0.427,0,8.54
"two","2015","Jul",0.75,0.433,0.75,0.414,0,8.28
"two","2015","Aug",0.75,0.43,0.75,0.405,0,8.1
"two","2015","Sep",0.75,0.432,0.75,0.454,0,9.08
"two","2015","Oct",0.75,0.43,0.75,0.411,0,8.22
"two","2015","Nov",0.75,0.429,0.75,0.417,0,8.34
"two","2015","Dec",0.75,0.429,0.75,0.425,0,8.5
"two","2016","Jan",0.75,0.414,0.75,0.414,0,8.28
"two","2016","Feb",0.75,0.407,0.75,0.4,0,8
"two","2016","Mar",0.75,0.408,0.75,0.409,0,8.18
"two","2016","Apr",0.75,0.402,0.75,0.388,0,7.76
"two","2016","May",0.75,0.39,0.75,0.337,0,6.74
"two","2016","Jun",0.75,0.386,0.75,0.369,0,7.38
"two","2016","Jul",0.75,0.373,0.75,0.289,0,5.78
"two","2016","Aug",0.75,0.37,0.75,0.353,0,7.06
"two","2016","Sep",0.75,0.367,0.75,0.346,0,6.92
"two","2016","Oct",0.75,0.367,0.75,0.362,0,7.24
"two","2016","Nov",0.75,0.3657,0.75,0.3535,0,7.07
"two","2016","Dec",0.75,0.3618,0.75,0.3186,0,6.372
"two","2017","Jan",0.75,0.3376,0.75,0.3376,0,6.752
"two","2017","Feb",0.75,0.307,0.75,0.2733,0,5.466
"two","2017","Mar",0.75,0.3063,0.75,0.3048,0,6.096
"two","2017","Apr",0.75,0.311,0.75,0.3252,0,6.504
"two","2017","May",0.75,0.3087,0.75,0.3004,0,6.008
"two","2017","Jun",0.75,0.303,0.75,0.276,0,5.52
"two","2017","Jul",0.75,0.2995,0.75,0.2771,0,5.542
"two","2017","Aug",0.75,0.2967,0.75,0.2791,0,5.582
"two","2017","Sep",0.75,0.2946,0.75,0.2771,0,5.542
"two","2017","Oct",0.75,0.2961,0.75,0.3083,0,6.166
"two","2017","Nov",0.75,0.2919,0.75,0.2495,0,4.99
"two","2017","Dec",0.75,0.3031,0.75,0.4336,0,8.672
"three","2011","Jan",0.849,0.749,0.849,0.749,0,14.98
"three","2011","Feb",0.849,0.735,0.849,0.72,0,14.4
"three","2011","Mar",0.849,0.729,0.849,0.718,0,14.36
"three","2011","Apr",0.849,0.736,0.849,0.757,0,15.14
"three","2011","May",0.849,0.74,0.849,0.756,0,15.12
"three","2011","Jun",0.849,0.748,0.849,0.745,0,14.9
"three","2011","Jul",0.849,0.755,0.849,0.8,0,16
"three","2011","Aug",0.849,0.761,0.849,0.801,0,16.02
"three","2011","Sep",0.849,0.76,0.849,0.749,0,14.98
"three","2011","Oct",0.849,0.758,0.849,0.743,0,14.86
"three","2011","Nov",0.849,0.758,0.849,0.761,0,15.22
"three","2011","Dec",0.849,0.757,0.849,0.746,0,14.92
"three","2012","Jan",0.849,0.713,0.849,0.713,0,14.26
"three","2012","Feb",0.849,0.745,0.849,0.78,0,15.6
"three","2012","Mar",0.849,0.755,0.849,0.774,0,15.48
"three","2012","Apr",0.849,0.757,0.849,0.764,0,15.28
"three","2012","May",0.849,0.749,0.849,0.718,0,14.36
"three","2012","Jun",0.849,0.74,0.849,0.693,0,13.86
"three","2012","Jul",0.849,0.74,0.849,0.738,0,14.76
"three","2012","Aug",0.849,0.735,0.849,0.704,0,14.08
"three","2012","Sep",0.849,0.73,0.849,0.683,0,13.66
"three","2012","Oct",0.849,0.725,0.849,0.676,0,13.52
"three","2012","Nov",0.849,0.724,0.849,0.719,0,14.38
"three","2012","Dec",0.849,0.722,0.849,0.757,0,15.14
"three","2013","Jan",0.849,0.773,0.849,0.773,0,15.46
"three","2013","Feb",0.849,0.718,0.849,0.651,0,13.02
"three","2013","Mar",0.849,0.721,0.849,0.729,0,14.58
"three","2013","Apr",0.849,0.722,0.849,0.722,0,14.44
"three","2013","May",0.849,0.721,0.849,0.721,0,14.42
"three","2013","Jun",0.849,0.726,0.849,0.753,0,15.06
"three","2013","Jul",0.849,0.725,0.849,0.714,0,14.28
"three","2013","Aug",0.849,0.726,0.849,0.735,0,14.7
"three","2013","Sep",0.849,0.724,0.849,0.705,0,14.1
"three","2013","Oct",0.849,0.722,0.849,0.707,0,14.14
"three","2013","Nov",0.849,0.717,0.849,0.664,0,13.28
"three","2013","Dec",0.849,0.715,0.849,0.693,0,13.86
"three","2014","Jan",0.849,0.626,0.849,0.626,0,12.52
"three","2014","Feb",0.849,0.584,0.849,0.532,0,10.64
"three","2014","Mar",0.849,0.584,0.849,0.583,0,11.66
"three","2014","Apr",0.849,0.594,0.849,0.624,0,12.48
"three","2014","May",0.849,0.583,0.849,0.584,0,11.68
"three","2014","Jun",0.849,0.606,0.849,0.674,0,13.48
"three","2014","Jul",0.849,0.62,0.849,0.702,0,14.04
"three","2014","Aug",0.849,0.635,0.849,0.732,0,14.64
"three","2014","Sep",0.849,0.649,0.849,0.761,0,15.22
"three","2014","Oct",0.849,0.656,0.849,0.714,0,14.28
"three","2014","Nov",0.849,0.658,0.849,0.674,0,13.48
"three","2014","Dec",0.849,0.662,0.849,0.705,0,14.1
"three","2015","Jan",0.75,0.686,0.75,0.686,0,13.72
"three","2015","Feb",0.75,0.638,0.75,0.587,0,11.74
"three","2015","Mar",0.75,0.637,0.75,0.637,0,12.74
"three","2015","Apr",0.75,0.679,0.75,0.67,0,13.4
"three","2015","May",0.75,0.651,0.75,0.671,0,13.42
"three","2015","Jun",0.75,0.658,0.75,0.687,0,13.74
"three","2015","Jul",0.75,0.657,0.75,0.657,0,13.14
"three","2015","Aug",0.75,0.656,0.75,0.642,0,12.84
"three","2015","Sep",0.75,0.657,0.75,0.665,0,13.3
"three","2015","Oct",0.75,0.652,0.75,0.616,0,12.32
"three","2015","Nov",0.75,0.653,0.75,0.658,0,13.16
"three","2015","Dec",0.75,0.652,0.75,0.644,0,12.88
"three","2016","Jan",0.75,0.638,0.75,0.638,0,12.76
"three","2016","Feb",0.75,0.63,0.75,0.623,0,12.46
"three","2016","Mar",0.75,0.631,0.75,0.631,0,12.62
"three","2016","Apr",0.75,0.627,0.75,0.615,0,12.3
"three","2016","May",0.75,0.617,0.75,0.578,0,11.56
"three","2016","Jun",0.75,0.614,0.75,0.597,0,11.94
"three","2016","Jul",0.75,0.606,0.75,0.557,0,11.14
"three","2016","Aug",0.75,0.599,0.75,0.552,0,11.04
"three","2016","Sep",0.75,0.587,0.75,0.483,0,9.66
"three","2016","Oct",0.75,0.582,0.75,0.538,0,10.76
"three","2016","Nov",0.75,0.5787,0.75,0.5441,0,10.882
"three","2016","Dec",0.75,0.5776,0.75,0.5656,0,11.312
"three","2017","Jan",0.75,0.5394,0.75,0.5394,0,10.788
"three","2017","Feb",0.75,0.5224,0.75,0.5027,0,10.054
"three","2017","Mar",0.75,0.5106,0.75,0.4879,0,9.758
"three","2017","Apr",0.75,0.5172,0.75,0.5379,0,10.758
"three","2017","May",0.75,0.5143,0.75,0.5035,0,10.07
"three","2017","Jun",0.75,0.5032,0.75,0.4508,0,9.016
"three","2017","Jul",0.75,0.5029,0.75,0.5016,0,10.032
"three","2017","Aug",0.75,0.5031,0.75,0.5042,0,10.084
"three","2017","Sep",0.75,0.4968,0.75,0.4448,0,8.896
"three","2017","Oct",0.75,0.4945,0.75,0.475,0,9.5
"three","2017","Nov",0.75,0.4872,0.75,0.4133,0,8.266
"three","2017","Dec",0.75,0.4959,0.75,0.5935,0,11.87
"four","2011","Jan",0.801,0.646,0.801,0.646,0,12.92
"four","2011","Feb",0.801,0.666,0.801,0.689,0,13.78
"four","2011","Mar",0.801,0.684,0.801,0.715,0,14.3
"four","2011","Apr",0.801,0.681,0.801,0.672,0,13.44
"four","2011","May",0.801,0.675,0.801,0.652,0,13.04
"four","2011","Jun",0.801,0.681,0.801,0.706,0,14.12
"four","2011","Jul",0.801,0.69,0.801,0.748,0,14.96
"four","2011","Aug",0.801,0.693,0.801,0.71,0,14.2
"four","2011","Sep",0.801,0.694,0.801,0.7,0,14
"four","2011","Oct",0.801,0.687,0.801,0.625,0,12.5
"four","2011","Nov",0.801,0.686,0.801,0.682,0,13.64
"four","2011","Dec",0.801,0.684,0.801,0.665,0,13.3
"four","2012","Jan",0.801,0.665,0.801,0.665,0,13.3
"four","2012","Feb",0.801,0.664,0.801,0.662,0,13.24
"four","2012","Mar",0.801,0.674,0.801,0.695,0,13.9
"four","2012","Apr",0.801,0.669,0.801,0.654,0,13.08
"four","2012","May",0.801,0.664,0.801,0.644,0,12.88
"four","2012","Jun",0.801,0.661,0.801,0.647,0,12.94
"four","2012","Jul",0.801,0.661,0.801,0.658,0,13.16
"four","2012","Aug",0.801,0.657,0.801,0.631,0,12.62
"four","2012","Sep",0.801,0.655,0.801,0.637,0,12.74
"four","2012","Oct",0.801,0.649,0.801,0.597,0,11.94
"four","2012","Nov",0.801,0.647,0.801,0.615,0,12.3
"four","2012","Dec",0.801,0.644,0.801,0.684,0,13.68
"four","2013","Jan",0.801,0.634,0.801,0.634,0,12.68
"four","2013","Feb",0.801,0.603,0.801,0.568,0,11.36
"four","2013","Mar",0.801,0.614,0.801,0.634,0,12.68
"four","2013","Apr",0.801,0.612,0.801,0.607,0,12.14
"four","2013","May",0.801,0.604,0.801,0.571,0,11.42
"four","2013","Jun",0.801,0.597,0.801,0.56,0,11.2
"four","2013","Jul",0.801,0.589,0.801,0.545,0,10.9
"four","2013","Aug",0.801,0.579,0.801,0.512,0,10.24
"four","2013","Sep",0.801,0.569,0.801,0.481,0,9.62
"four","2013","Oct",0.801,0.558,0.801,0.469,0,9.38
"four","2013","Nov",0.801,0.55,0.801,0.46,0,9.2
"four","2013","Dec",0.801,0.547,0.801,0.515,0,10.3
"four","2014","Jan",0.801,0.411,0.801,0.411,0,8.22
"four","2014","Feb",0.801,0.384,0.801,0.354,0,7.08
"four","2014","Mar",0.801,0.391,0.801,0.402,0,8.04
"four","2014","Apr",0.801,0.406,0.801,0.448,0,8.96
"four","2014","May",0.801,0.41,0.801,0.429,0,8.58
"four","2014","Jun",0.801,0.417,0.801,0.451,0,9.02
"four","2014","Jul",0.801,0.432,0.801,0.514,0,10.28
"four","2014","Aug",0.801,0.446,0.801,0.552,0,11.04
"four","2014","Sep",0.801,0.455,0.801,0.524,0,10.48
"four","2014","Oct",0.801,0.455,0.801,0.456,0,9.12
"four","2014","Nov",0.801,0.453,0.801,0.43,0,8.6
"four","2014","Dec",0.801,0.458,0.801,0.509,0,10.18
"four","2015","Jan",0.75,0.484,0.75,0.484,0,9.68
"four","2015","Feb",0.75,0.456,0.75,0.425,0,8.5
"four","2015","Mar",0.75,0.435,0.75,0.398,0,7.96
"four","2015","Apr",0.75,0.468,0.75,0.438,0,8.76
"four","2015","May",0.75,0.432,0.75,0.416,0,8.32
"four","2015","Jun",0.75,0.432,0.75,0.431,0,8.62
"four","2015","Jul",0.75,0.431,0.75,0.428,0,8.56
"four","2015","Aug",0.75,0.433,0.75,0.445,0,8.9
"four","2015","Sep",0.75,0.434,0.75,0.438,0,8.76
"four","2015","Oct",0.75,0.431,0.75,0.413,0,8.26
"four","2015","Nov",0.75,0.431,0.75,0.427,0,8.54
"four","2015","Dec",0.75,0.432,0.75,0.444,0,8.88
"four","2016","Jan",0.75,0.402,0.75,0.402,0,8.04
"four","2016","Feb",0.75,0.383,0.75,0.364,0,7.28
"four","2016","Mar",0.75,0.393,0.75,0.411,0,8.22
"four","2016","Apr",0.75,0.395,0.75,0.399,0,7.98
"four","2016","May",0.75,0.392,0.75,0.381,0,7.62
"four","2016","Jun",0.75,0.394,0.75,0.402,0,8.04
"four","2016","Jul",0.75,0.388,0.75,0.352,0,7.04
"four","2016","Aug",0.75,0.392,0.75,0.416,0,8.32
"four","2016","Sep",0.75,0.389,0.75,0.365,0,7.3
"four","2016","Oct",0.75,0.387,0.75,0.365,0,7.3
"four","2016","Nov",0.75,0.3814,0.75,0.3303,0,6.606
"four","2016","Dec",0.75,0.3767,0.75,0.3251,0,6.502
"four","2017","Jan",0.75,0.3153,0.75,0.3153,0,6.306
"four","2017","Feb",0.75,0.3241,0.75,0.3339,0,6.678
"four","2017","Mar",0.75,0.3266,0.75,0.3312,0,6.624
"four","2017","Apr",0.75,0.3198,0.75,0.2986,0,5.972
"four","2017","May",0.75,0.3112,0.75,0.2798,0,5.596
"four","2017","Jun",0.75,0.3095,0.75,0.3015,0,6.03
"four","2017","Jul",0.75,0.3142,0.75,0.3441,0,6.882
"four","2017","Aug",0.75,0.3221,0.75,0.3723,0,7.446
"four","2017","Sep",0.75,0.3219,0.75,0.3199,0,6.398
"four","2017","Oct",0.75,0.3227,0.75,0.3294,0,6.588
"four","2017","Nov",0.75,0.3179,0.75,0.2703,0,5.406
"four","2017","Dec",0.75,0.3273,0.75,0.4339,0,8.678
"five","2011","Jan",0.862,0.637,0.862,0.637,0,12.74
"five","2011","Feb",0.862,0.683,0.862,0.734,0,14.68
"five","2011","Mar",0.862,0.706,0.862,0.745,0,14.9
"five","2011","Apr",0.862,0.694,0.862,0.658,0,13.16
"five","2011","May",0.862,0.679,0.862,0.618,0,12.36
"five","2011","Jun",0.862,0.678,0.862,0.713,0,14.26
"five","2011","Jul",0.862,0.685,0.862,0.73,0,14.6
"five","2011","Aug",0.862,0.685,0.862,0.685,0,13.7
"five","2011","Sep",0.862,0.685,0.862,0.688,0,13.76
"five","2011","Oct",0.862,0.68,0.862,0.629,0,12.58
"five","2011","Nov",0.862,0.677,0.862,0.65,0,13
"five","2011","Dec",0.862,0.678,0.862,0.684,0,13.68
"five","2012","Jan",0.862,0.682,0.862,0.682,0,13.64
"five","2012","Feb",0.862,0.685,0.862,0.687,0,13.74
"five","2012","Mar",0.862,0.686,0.862,0.687,0,13.74
"five","2012","Apr",0.862,0.681,0.862,0.669,0,13.38
"five","2012","May",0.862,0.676,0.862,0.656,0,13.12
"five","2012","Jun",0.862,0.673,0.862,0.659,0,13.18
"five","2012","Jul",0.862,0.677,0.862,0.699,0,13.98
"five","2012","Aug",0.862,0.676,0.862,0.667,0,13.34
"five","2012","Sep",0.862,0.677,0.862,0.691,0,13.82
"five","2012","Oct",0.862,0.671,0.862,0.613,0,12.26
"five","2012","Nov",0.862,0.667,0.862,0.604,0,12.08
"five","2012","Dec",0.862,0.664,0.862,0.678,0,13.56
"five","2013","Jan",0.862,0.622,0.862,0.622,0,12.44
"five","2013","Feb",0.862,0.593,0.862,0.559,0,11.18
"five","2013","Mar",0.862,0.6,0.862,0.614,0,12.28
"five","2013","Apr",0.862,0.605,0.862,0.62,0,12.4
"five","2013","May",0.862,0.594,0.862,0.548,0,10.96
"five","2013","Jun",0.862,0.588,0.862,0.562,0,11.24
"five","2013","Jul",0.862,0.593,0.862,0.618,0,12.36
"five","2013","Aug",0.862,0.587,0.862,0.549,0,10.98
"five","2013","Sep",0.862,0.583,0.862,0.542,0,10.84
"five","2013","Oct",0.862,0.574,0.862,0.503,0,10.06
"five","2013","Nov",0.862,0.567,0.862,0.484,0,9.68
"five","2013","Dec",0.862,0.564,0.862,0.535,0,10.7
"five","2014","Jan",0.862,0.404,0.862,0.404,0,8.08
"five","2014","Feb",0.862,0.365,0.862,0.32,0,6.4
"five","2014","Mar",0.862,0.378,0.862,0.403,0,8.06
"five","2014","Apr",0.862,0.402,0.862,0.471,0,9.42
"five","2014","May",0.862,0.412,0.862,0.443,0,8.86
"five","2014","Jun",0.862,0.405,0.862,0.376,0,7.52
"five","2014","Jul",0.862,0.421,0.862,0.506,0,10.12
"five","2014","Aug",0.862,0.429,0.862,0.484,0,9.68
"five","2014","Sep",0.862,0.434,0.862,0.474,0,9.48
"five","2014","Oct",0.862,0.431,0.862,0.411,0,8.22
"five","2014","Nov",0.862,0.427,0.862,0.378,0,7.56
"five","2014","Dec",0.862,0.43,0.862,0.466,0,9.32
"five","2015","Jan",0.75,0.493,0.75,0.493,0,9.86
"five","2015","Feb",0.75,0.449,0.75,0.403,0,8.06
"five","2015","Mar",0.75,0.428,0.75,0.389,0,7.78
"five","2015","Apr",0.75,0.44,0.75,0.441,0,8.82
"five","2015","May",0.75,0.426,0.75,0.402,0,8.04
"five","2015","Jun",0.75,0.422,0.75,0.404,0,8.08
"five","2015","Jul",0.75,0.417,0.75,0.387,0,7.74
"five","2015","Aug",0.75,0.408,0.75,0.348,0,6.96
"five","2015","Sep",0.75,0.405,0.75,0.381,0,7.62
"five","2015","Oct",0.75,0.4,0.75,0.36,0,7.2
"five","2015","Nov",0.75,0.399,0.75,0.389,0,7.78
"five","2015","Dec",0.75,0.398,0.75,0.382,0,7.64
"five","2016","Jan",0.75,0.378,0.75,0.378,0,7.56
"five","2016","Feb",0.75,0.379,0.75,0.379,0,7.58
"five","2016","Mar",0.75,0.375,0.75,0.368,0,7.36
"five","2016","Apr",0.75,0.377,0.75,0.385,0,7.7
"five","2016","May",0.75,0.372,0.75,0.349,0,6.98
"five","2016","Jun",0.75,0.376,0.75,0.394,0,7.88
"five","2016","Jul",0.75,0.377,0.75,0.386,0,7.72
"five","2016","Aug",0.75,0.378,0.75,0.385,0,7.7
"five","2016","Sep",0.75,0.376,0.75,0.358,0,7.16
"five","2016","Oct",0.75,0.375,0.75,0.371,0,7.42
"five","2016","Nov",0.75,0.3734,0.75,0.3535,0,7.07
"five","2016","Dec",0.75,0.3715,0.75,0.351,0,7.02
"five","2017","Jan",0.75,0.349,0.75,0.349,0,6.98
"five","2017","Feb",0.75,0.3363,0.75,0.3222,0,6.444
"five","2017","Mar",0.75,0.3279,0.75,0.3126,0,6.252
"five","2017","Apr",0.75,0.3233,0.75,0.3092,0,6.184
"five","2017","May",0.75,0.3106,0.75,0.262,0,5.24
"five","2017","Jun",0.75,0.3114,0.75,0.3152,0,6.304
"five","2017","Jul",0.75,0.3149,0.75,0.3372,0,6.744
"five","2017","Aug",0.75,0.3185,0.75,0.341,0,6.82
"five","2017","Sep",0.75,0.3129,0.75,0.2614,0,5.228
"five","2017","Oct",0.75,0.3062,0.75,0.2449,0,4.898
"five","2017","Nov",0.75,0.3016,0.75,0.2518,0,5.036
"five","2017","Dec",0.75,0.3154,0.75,0.4712,0,9.424
"six","2011","Jan",0.905,0.719,0.905,0.719,0,14.38
"six","2011","Feb",0.905,0.73,0.905,0.743,0,14.86
"six","2011","Mar",0.905,0.765,0.905,0.826,0,16.52
"six","2011","Apr",0.905,0.774,0.905,0.802,0,16.04
"six","2011","May",0.905,0.786,0.905,0.834,0,16.68
"six","2011","Jun",0.905,0.785,0.905,0.787,0,15.74
"six","2011","Jul",0.905,0.794,0.905,0.847,0,16.94
"six","2011","Aug",0.905,0.802,0.905,0.851,0,17.02
"six","2011","Sep",0.905,0.806,0.905,0.843,0,16.86
"six","2011","Oct",0.905,0.802,0.905,0.769,0,15.38
"six","2011","Nov",0.905,0.801,0.905,0.79,0,15.8
"six","2011","Dec",0.905,0.798,0.905,0.755,0,15.1
